"ACA_Tracking__c","Account_Source_Detail__c","Account_Source_Options__c","Account_Status__c","Account_Type__c","AccountSource","Adoption_Date__c","Banking_Information__c","Benefits_Plan__c","Bill_Rate__c","BillingCity","BillingPostalCode","BillingState","BillingStreet","Business_Structure__c","Check_Date__c","Client_Expectations__c","Client_Legal_Name__c","Client_Prioritieis__c","Close_Date__c","COBRA__c","COI__c","COI_Renewal_Date__c","Company_HQ_State__c","Company_Start_Date__c","Cost_Centers__c","CPEO_Form_8973_Sent_to_IRS__c","CreatedDate","Current_Payroll_PEO_Provider__c","DBA_Name__c","Delivery_Method__c","Description","E_Verify__c","E_Verify_Connector__c","EAP__c","Effective_Date__c","EIN__c","Employee_Data_Import_Received__c","Employee_Types__c","EPLI__c","Exemptions__c","Fax","First_Check_Date__c","First_Pay_Period__c","FMLA__c","Funding_Method__c","History_Required__c","HR_Contact__c","HR_Team__c","HRIS__c","Id","Important_Information__c","Industry","Job_Costing_Requested__c","Master_401k__c","Master_Ancillary__c","Master_Handbook__c","Master_Health__c","Master_Plan_Effective_Date__c","Master_WC__c","NACIS_Code__c","NAIC_Code__c","Name","Number_of_Pay_Periods__c","NumberOfEmployees","Onboarding_Method__c","Operating_Status__c","Ownership","ParentId","Pay_Frequency__c","Pay_Period_1__c","Pay_Period_2__c","Pay_Period_3__c","Pay_Period_4__c","Pay_Period_End__c","Pay_Period_Start__c","Payroll__c","Payroll_Contact__c","Payroll_Personnel__c","Payroll_Platform__c","Period_1_End__c","Period_1_Pay_Date__c","Period_1_Start__c","Period_2_End__c","Period_2_Pay_Date__c","Period_2_Start__c","Period_3_End__c","Period_3_Pay_Date__c","Period_3_Start__c","Period_4_End__c","Period_4_Pay_Date__c","Period_4_Start__c","Phone","Plan_ID__c","Plan_Start_Date__c","Pretty_Contribution__c","Pretty_Eligibility__c","Previous_Payroll_Provider__c","Prior_Payroll_Provider__c","Quarterly_Announcement__c","Rating","Reason_for_leaving__c","Referrer_Name__c","Retirement_Deduction_Codes_Needed__c","Sales_Commitments__c","Scheduled_Termination_Date__c","Semi_Monthly_Pay_Day__c","Semi_Monthly_Pay_Period_1_End__c","Semi_Monthly_Pay_Period_1_Pay_Day__c","Semi_Monthly_Pay_Period_1_Start__c","Semi_Monthly_Pay_Period_2_End__c","Semi_Monthly_Pay_Period_2_Pay_Day__c","Semi_Monthly_Pay_Period_2_Start__c","Semi_Monthly_Pay_Period_Days__c","Service_ACA__c","ShippingCity","ShippingPostalCode","ShippingState","ShippingStreet","Special_Instructions__c","Spending_Plan__c","Stand_Alone_Renewal_Date__c","State_SUTA__c","State_SUTA_Rate__c","States__c","Tax_Exempt_Status__c","Term_Date__c","Term_Notification_Date__c","Term_Reason__c","Term_Reason_Detail__c","Time_Clock_Types__c","TLM__c","Track_Accruals__c","Type","UKG_Short_name__c","Vesting_Schedule__c","Website","Weekly_Pay_Day__c","Weekly_Period_End__c","Weekly_Period_Start__c","Welcome_Call_Completed__c","Welcome_Call_Date__c","Worklio_Client_Number__c","Year_Business_Started__c"
"false","","","Terminated","ASO","","","","","","Greenville","29601","SC","416 E. North St","","","","","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNksQAH","","Law","","false","false","false","false","","false","","","Ryan Beasley Attorney at Law P.A.","","1","","","","","Biweekly","","","","","","","false","0031U00001mYRkEQAW","Leah Johnson","Worklio","","","","","","","","","","","","","(864) 679-7777","","","","","","","false","","","","","","2023-07-31","","","","","","","","","false","Greenville","29601","SC","416 E. North St","","","","","","SC","","2023-07-31","","Competitor","Going with their CPA so they can work on some tax issues","","false","false","ASO","","","https://www.ryanbeasleylaw.com/","","","","false","","",""
"false","","","Terminated","","","","","","","Spartanburg","29301","SC","2300 Winchester Place","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNktQAH","","Hospitality","","false","false","false","false","","false","","","Sasaki Sogyo USA, Inc","","200","","","","","Biweekly;Monthly","","","","","","","false","0031U00001mYRkFQAW","","Worklio","","","","","","","","","","","","","(864) 232-2884","","","","","","","false","","","","","","2022-08-11","","","","","","","","","false","Spartanburg","29301","SC","2300 Winchester Place","","","","","","SC","","2022-08-11","","","","","false","false","","","","https://www.kanpaioftokyo.com/","","","","false","","",""
"false","","","Terminated","PEO","","","","","","Roswell","30075","GA","373 S Atlanta Street","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNkuQAH","","","","false","false","false","false","","false","","","Service Master of Roswell","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(770) 992-1575","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2019-01-11","","Sold Business","","","false","false","PEO","","","","","","","false","","",""
"false","","","Client","PEO","","","","","","Waco","76703","TX","PO Box 1326","","","","CSTR Services, Inc.","","2019-06-14","false","","","TX","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","true","","","","","false","","","","false","false","0011U00000VXNkvQAH","","Retail","","false","false","false","false","","false","","","Servicemaster by Centex","","1","Paper","","","","Semi-Monthly","","","","","","","false","0031U00000Rgm00QAB","Cady Riegel","Worklio","","","","","","","","","","","","","(254) 829-1690","","","","","","","false","","","","","","","","","","","","","","","false","Elm Mott","76640","TX","5270 N Old Dallas Rd","","","","","","TX","","","","","","","false","false","PEO","","","https://www.servicemasterrestore.com/servicemaster-by-centex-waco/","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29601","SC","112 North Main St","","","","Sharkeys Pub LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNkwQAH","","Hospitality","","false","false","false","false","","false","","","Sharkeys Pub","","1","","","","","Biweekly","","","","","","","false","0031U00000Rgm01QAB","Samantha Brooks","Worklio","","","","","","","","","","","","","(864) 884-9579","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29601","SC","112 North Main St","","","","","","SC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29607","SC","225 Adley Way","","","","Sherbondy's LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNkxQAH","","Psychology","","false","false","false","false","","false","","","Sherbondy's","","1","","","","","Biweekly","","","","","","","false","0031U00000Rgm02QAB","Becky Cumberland","Worklio","","","","","","","","","","","","","(864) 987-9747","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29607","SC","225 Adley Way","","","","","","SC","","","","","","","false","false","ASO","","","sherbondyspsychiatric.om","","","","false","","",""
"false","Client upsell","","Prospect","ASO","","","","","","Sherman","75092","TX","300 North Highland","","","","","","","false","","","TX","","","false","2019-06-14T15:19:51.000Z","Other","","","","false","false","false","","","false","","false","","","","","false","","","","true","false","0011U00000VXNkyQAH","","Medical","","false","false","false","false","","false","","","Sherman Clinical Research, LLC","","6","","","","","Biweekly","","","","","","","true","0031U00000Rgm03QAB","Cady Riegel","Worklio","","","","","","","","","","","","","(864) 979-8318","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TX","","","","","","","false","false","","","","https://shermanclinicalresearch.com/","","","","false","","",""
"false","","","Terminated","","","","","","","Greenville","29601","SC","416 E. North St","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNkzQAH","","","","false","false","false","false","","false","","","Sloan P. Ellis Law Firm, LLC","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 404-3466","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2019-03-29","","Closed Business","","","false","false","","","","","","","","false","","",""
"false","Former Client - Call in","","Prospect","ASO","","","","","","Duncan","29334","SC","120 Aztec Court","","","","","","2024-02-19","false","","","SC","","","false","2019-06-14T15:19:51.000Z","Paychex","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNl0QAH","","Construction","","false","false","false","false","","false","","","Smith Engineering & Construction Co, LLC","","35","","","","","","","","","","","","true","","","Worklio;UKG","","","","","","","","","","","","","(843) 708-1136","","","","","","","false","","Communication or lack thereof","","","","","","","","","","","","","false","","","","","","","","","","NC;SC","","2021-10-01","","Competitor","","","false","false","","","","https://www.smithengco.com/","","","","false","","",""
"false","","","Terminated","","","","","","","Greenville","29601","SC","650 N Academy St","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNl1QAH","","","","false","false","false","false","","false","","","South Carolina Pro Hockey, LLC","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 250-4869","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2019-12-31","","Competitor","","","false","false","","","","","","","","false","","",""
"false","","","Client","PEO","","","","","","Greenville","29609","SC","220 Church Street","","","","Spectrum Products, Inc.","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNl2QAH","","","","false","false","false","false","","false","","","Spectrum Products","","1","Paper","","","","TBD","","","","","","","false","0031U00001mYRkpQAG","Leah Johnson","Worklio","","","","","","","","","","","","","(864) 233-0023","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29609","SC","220 Church Street","","","","","","SC","","","","","","","false","false","PEO","","","www.nowebsite.com","","","","false","","",""
"false","","","Terminated","ASO","","","","","","Greenville","29607","SC","P.O. Box 841","","","","Spire Commercial Property Management, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNl3QAH","","","","false","false","false","false","","false","","","Spire Commercial Property Management","","1","","","","","Semi-Monthly","","","","","","","false","0031U00000Rgm08QAB","Candy Owenby","Worklio","","","","","","","","","","","","","(846) 325-5828","","","","","","","false","","","","","","2023-06-30","","","","","","","","","false","Greenville","29601","SC","13 North Irvine Street","","","","","","SC","","2023-06-30","","Taking In-House","Only one person; not running payrolls again in 2023","","false","false","ASO","","","https://www.stoneprop.com/","","","","false","","",""
"false","","","Terminated","ASO","","","","","","Kennesaw","30144","GA","125 Town Park Drive","","","","","","2019-06-14","false","","","GA","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNl4QAH","","Property Management","","false","false","false","false","","false","","","Strategic Management Partners LLC","","1","","","","","Biweekly","","","","","","","false","0031U00000dyjlRQAQ","","Worklio","","","","","","","","","","","","","(770) 799-9916","","","","","","","false","","","","","","2023-03-31","","","","","","","","","false","Kennesaw","30144","GA","125 Town Park Drive","","","","","","AL;CO;FL;GA;MS;NC;SC;TX","","2023-03-31","","Sold Business","","","false","false","ASO","","","www.smpmgt.com","","","","false","","",""
"false","Sold by Arron Drye","","Client","PEO","Self Generated","2021-06-15","","","$125 month
$500 setup","Liberty","29657","SC","105 Tech Lane Suite B","","","","Superior Billing Solutions, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","true","","","","","false","","","0031U00001Alw5VQAR","false","false","0011U00000VXNl5QAH","","Services","","true","false","false","true","","false","","","Superior Billing Solutions","","10","Paper","","","","Semi-Monthly","","","","","","","true","0031U00001Alw5VQAR","Samantha Brooks","Worklio","","","","","","","","","","","","","(864) 546-8910","S048PPL","","At this time the company does not offer a matching contribution.","No age or service requirement","","PropelHR","true","Cold","","","","","","","","","","","","","","false","Liberty","29657","SC","105 Tech Lane Suite B","","","","","","SC","","","","","","","true","false","PEO","","100%","www.nowebsite.com","","","","false","","",""
"false","","","Terminated","PEO","","","","","","Simpsonville","29681","SC","11 Avalon Ct","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","true","","","","","false","","","","false","false","0011U00000VXNl6QAH","","Hvac","","false","false","false","false","","false","","","Sherwin R Swords Heating & Air, Inc","","3","","","","","Weekly","","","","","","","false","0031U00001mYRkGQAW","","Worklio","","","","","","","","","","","","","(864) 444-8726","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","SC","","","","","","","false","false","PEO","","","https://swords-heating-and-air-llc.business.site/","","","","false","","",""
"false","","","Terminated","","","","","","","Greenville","29601","SC","209 N Main Street","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNl7QAH","","","","false","false","false","false","","false","","","Sylvia House LLC","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(315) 727-2293","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2019-02-01","","Closed Business","","","false","false","","","","","","","","false","","",""
"false","","","Terminated","","","","","","","Fort Worth","76107","TX","1709 Ashland Ave","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNl8QAH","","Healthcare","","false","false","false","false","","false","","","Synergy Emergency Consultants PLLC","","","","","","","Monthly","","","","","","","false","0031U00000Rgm0DQAR","","Worklio","","","","","","","","","","","","","(727) 512-4389","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TX","","","","","","","false","false","","","","n/a","","","","false","","",""
"false","","","Terminated","","","","","","","Williamston","29697","SC","100 Twenty Nine Ct.","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNl9QAH","","Manufacturing","","false","false","false","false","","false","","","t Form, Inc","","10","","","","","Biweekly","","","","","","","false","0031U00000Rgm0EQAR","","Worklio","","","","","","","","","","","","","(864) 506-1311","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","SC","","2021-10-01","","Competitor","","","false","false","","","","tformpackaging.com","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29601","SC","117 William St","","","","Team Legal, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlAQAX","","Law","","false","false","false","false","","false","","","Team Legal","","1","","","","","Weekly","","","","","","","false","0031U00001mYRkEQAW","Leah Johnson","Worklio","","","","","","","","","","","","","(864) 250-2800","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29601","SC","117 William St","","","","","","SC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29607","SC","1218 Laurens Rd","","","","The Beattie Company, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlBQAX","","","","false","false","false","false","","false","","","The Beattie Company","","1","","","","","Semi-Monthly","","","","","","","false","0031U00000Rgm0GQAR","Becky Cumberland","Worklio","","","","","","","","","","","","","(864) 271-8080","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29607","SC","1218 Laurens Rd","","","","","","SC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","false","","",""
"false","","","Client","PEO","","2019-04-15","","","$1000 annual fee
$150 setup","Columbia","29201","SC","P.O. Box 1696 Irmo, SC 29603","","","","The DuBose Group, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","27-1311613","false","","false","","","","","false","","","0031U00000Rgm0HQAR","false","false","0011U00000VXNlCQAX","","","","true","false","false","false","","false","","","The DuBose Group","","1","Paper","","","","Semi-Monthly","","","","","","","false","0031U00000Rgm0HQAR","Cady Riegel","Worklio","","","","","","","","","","","","","(803) 719-5123","S032PPL","","The company offers a Safe Harbor match, providing a 100% match on employee 401k contributions up to 4% of their salary.","No age or service requirement","","","true","Warm","","","","","","","","","","","","","","false","Columbia","29201","SC","1721 Saunders St","","","","","","NC;SC;TN","","","","","","","false","false","PEO","","","www.nowebsite.com","","","","false","","",""
"false","","","Client","PEO","","2016-02-01","","","$750 + $30 participant
$500 merger","Greenville","29602","SC","P.O. Box 2487","","","","The Furman Co. Inc.","","2019-06-14","false","Yes","2022-06-01","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","57-0520850","false","","false","","","","","false","","","","false","false","0011U00000VXNlDQAX","","Insurance Services","","true","false","false","false","","false","","","The Furman Co.","","1","Paper","","","","Biweekly","","","","","","","false","0031U00001jMJJMQA4","Michelle Bogle","Worklio","","","","","","","","","","","","","(864) 527-6039","S010PPL","","Safe Harbor Non Elective 3% contribution even if an employee doesn't participate","Age: 21 years
Service: 3 months","","","true","","","","","","","","","","","","","","","false","Greenville","29601","SC","355 South Main Street Suite 903","","","","","","SC","","","","","","","false","false","PEO","","20% - 2 Year 40% - 3 Years 60% - 4 Years 80% - 5 Years","https://www.furmanco.com/","","","","false","","",""
"false","","","Client","PEO","","2019-04-15","","","$1000 annual fee
$150 setup","Simpsonville","29681","SC","2607 Woodruff Rd","","","","The Grant Evaluation Group, Inc.","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","83-1712218","false","","false","","","","","false","","","0031U00000Rgm0JQAR","false","false","0011U00000VXNlEQAX","","","","true","false","false","true","","false","","","The Grant Evaluation Group","","1","Worklio","","","","Semi-Monthly","","","","","","","true","0031U00000Rgm0JQAR","Cady Riegel","Worklio","","","","","","","","","","","","","(803) 687-7270","S031PPL","","The company offers a Safe Harbor match, providing a 100% match on employee 401k contributions up to 4% of their salary.","No age or service requirement","","","true","Warm","","","","","","","","","","","","","","false","Simpsonville","29681","SC","2607 Woodruff Rd","","","","","","FL;GA;MD;NC;SC;TN;WA","","","","","","","false","false","PEO","","","https://www.evaluationgroup.com/","","","","false","","",""
"false","","","Terminated","PEO","","","","","","Greenville","29607","SC","400 South Pleasantburg Dr","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlFQAX","","","","false","false","false","false","","false","","","The Graphic Cow Graphic Design & Screenprint","","50","","","","","","","","","","","","false","","","Worklio","","","","","","","","","","","","","(864) 293-7738","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2019-12-31","","Competitor","","","false","false","PEO","","","https://thegraphiccowcompany.com","","","","false","","",""
"false","","","Client","PEO","","","","","","Columbia","29209","SC","105 Levenits Road","","","","Palmetto Framing Supplies, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlGQAX","","Manufacturing","","false","false","false","false","","false","","","Palmetto Framing Supplies","","1","Paper","","","","Biweekly","","","","","","","false","0031U00001ffMQhQAM","Becky Cumberland","Worklio","","","","","","","","","","","","","(803) 783-0195","","","","","","","false","","","","","","","","","","","","","","","false","Columbia","29209","SC","105 Levenits Road","","","","","","GA;SC","","","","","","","false","false","PEO","","","palmettoframingsupplies.com","","","","false","","",""
"false","","","Terminated","","","","","","","Greenville","29604","SC","PO Box 8495","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlHQAX","","","","false","false","false","false","","false","","","The Writers Block Project","","","","","","","","","","","","","","false","","","Worklio","","","","","","","","","","","","","(864) 386-4265","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","SC","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Client","PEO","","","","","","Greenville","29607","SC","105 Bilo Blvd","","","","Thor Precision, Inc.","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","true","","","","","false","","","0031U00000Rgm0NQAR","false","false","0011U00000VXNlIQAX","","Aerospace Supplier","","false","false","false","false","","false","","","Thor Precision","","1","DocuSign","","","","Biweekly","","","","","","","false","0031U00000Rgm0NQAR","Samantha Brooks","Worklio","","","","","","","","","","","","","(864) 277-1080","","","","","","","false","Warm","","","","","","","","","","","","","","false","Greenville","29607","SC","105 Bilo Blvd","","","","","","SC","","","","","","","false","false","PEO","","","thorprecision.com","","","","false","","",""
"false","Former Client","","Terminated","PEO","","","","","","Holly Hill","29059","SC","1173 Gardner Blvd","","","","","","","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlJQAX","","","","false","false","false","false","","false","","","Tire Repair Center","","18","","","","","","","","","","","","true","","","Worklio","","","","","","","","","","","","","(803) 496-5521","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","SC","","2020-03-13","","Competitor","","","false","false","PEO","","","","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29615","SC","20-A Creekview Ct","","","","Tom Atkinson Jr DMD,MS,PA","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlKQAX","","","","false","false","false","false","","false","","","Tom Atkinson Jr DMD","","1","","","","","TBD","","","","","","","false","","Becky Cumberland","Worklio","","","","","","","","","","","","","(864) 329-1971","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29615","SC","20-A Creekview Ct","","","","","","SC","","","","","","","false","false","ASO","","","https://drtomsortho.com/","","","","false","","",""
"false","","","Terminated","PEO","","","","","","Greenville","29609","SC","1434 Poinsett Hwy","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlLQAX","","","","false","false","false","false","","false","","","Towblazer, Inc.","","","","","","","","","","","","","","false","","","Worklio","","","","","","","","","","","","","(864) 787-1983","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2021-01-15","","Taking In-House","","","false","false","PEO","","","","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29609","SC","111 Henry St","","","","Tree Hugger Custom Interiors, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlMQAX","","Interior Design","","false","false","false","false","","false","","","Tree Hugger Custom Interiors","","1","","","","","Semi-Monthly","","","","","","","false","0031U00000Rgm0RQAR","Becky Cumberland","Worklio","","","","","","","","","","","","","(864) 979-3819","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29609","SC","111 Henry St","","","","","","SC","","","","","","","false","false","ASO","","","treehuggercustoms.com","","","","false","","",""
"false","","","Terminated","PEO","","","","","","Roswell","30075","GA","Woodstock Road","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlNQAX","","Mail","","false","false","false","false","","false","","","Treehouse Services, Inc","","6","","","","","Weekly","","","","","","","false","0031U00000Rgm0SQAR","","Worklio","","","","","","","","","","","","","(770) 552-2800","","","","","","","false","","The effective date of the termination for your co-employment relationship with Propel was December 25, 2022, and the effective date of the termination of services outlined in the Agreement was December 29, 202","","","","2022-12-29","","","","","","","","","false","","","","","","","","","","GA","","2022-12-29","2022-09-26","Taking In-House","I am down to one UPS Store now, and don’t intend to buy another.   So for 2023, I want to do my own payroll through QuickBooks, or find a lower cost alternative service","","false","false","PEO","","","https://locations.theupsstore.com/ga/roswell/4651-woodstock-rd","","","","false","","",""
"false","","","Terminated","","","","","","","Spring","77019","TX","6046 FM 290","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlOQAX","","","","false","false","false","false","","false","","","Triarc Living, LLC","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(281) 836-4464","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","2020-03-05","","Competitor","","","false","false","","","","","","","","false","","",""
"false","","","Terminated","","","","","","","Greer","29651","SC","996 Batesville Rd","","","","","","","false","","","","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000VXNlPQAX","","","","false","false","false","false","","false","","","Two Dogs, Inc","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 423-3838","","","","","","","false","","","","","","2022-12-31","","","","","","","","","false","","","","","","","","","","","","2022-12-31","2022-12-07","Competitor","","","false","false","","","","","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29601","SC","27 Cleveland Street","","","","","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlQQAX","","Nonprofit Law","","false","false","false","false","","false","","","Upstate Community Mediation Center","","1","","","","","Biweekly","","","","","","","false","0031U00000Rgm0VQAR","Cady Riegel","Worklio","","","","","","","","","","","","","(864) 370-9771","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29601","SC","27 Cleveland Street","","","","","","SC","","","","","","","false","false","ASO","","","https://upstatemediation.com/","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29608","SC","PO Box 4772","","","","Upstate Development Resources, LLC","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlRQAX","","Real Estate","","false","false","false","false","","false","","","Upstate Development Resources","","1","","","","","Monthly","","","","","","","false","0031U00001mYRkHQAW","Leah Johnson","Worklio","","","","","","","","","","","","","(864) 979-3884","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29608","SC","PO Box 4772","","","","","","SC","","","","","","","false","false","ASO","","","https://udrllc.com/","","","","false","","",""
"false","","","Client","ASO","","","","","","Greenville","29601","SC","17 S. Main Street","","","","Upstate Fundamental, Inc","","2019-06-14","false","","","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","","false","","false","","","","","false","","","","false","false","0011U00000VXNlSQAX","","","","false","false","false","false","","false","","","Upstate Fundamental","","1","","","","","TBD","","","","","","","false","","","Worklio","","","","","","","","","","","","","(864) 233-2919","","","","","","","false","","","","","","","","","","","","","","","false","Greenville","29601","SC","17 S. Main Street","","","","","","SC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","false","","",""
"false","","","Client","PEO","","2008-01-01","","","$500 +$30 participant  (27)","Greenville","29601","SC","207 Whitsett Street","","","","Vista Capital Management Group, Inc.","","2019-06-14","false","Yes","2022-04-12","SC","","","false","2019-06-14T15:19:51.000Z","","","","","false","false","false","2019-06-13","58-0968135","false","","true","","","","","false","","","","false","false","0011U00000VXNlTQAX","","Property Management","","true","false","false","false","","false","","","Vista Capital Management Group","","1","Paper","","","","Biweekly;Semi-Monthly","","","","","","","false","","Stephen King","Worklio","","","","","","","","","","","","","(864) 404-3500","","","The company offers a Safe Harbor match, providing a 100% match on employee 401k contributions up to 4% of their salary.","Age: 21 years
Service: 3 months","","","true","","","","","","","","","","","","","","","false","Greenville","29601","SC","207 Whitsett Street","","","","","","IN;MD;NC;SC;VA","","","","","","","false","false","PEO","","100%","https://vistacapitalmanagementgroup.com/","","","","false","","",""
